carat,cut,cut_ord,color,clarity,clarity_ord,price
1.2,Premium,4,G,VVS2,6,9475
1.5,Ideal,5,G,VS2,5,13135
1.03,Premium,4,G,VS1,4,6659
0.42,Premium,4,E,SI1,3,992
0.7,Premium,4,H,SI2,2,2184
1.01,Premium,4,D,SI1,3,5543
1.0,Premium,4,G,VS2,5,6048
0.32,Ideal,5,E,VVS1,7,892
1.07,Ideal,5,F,SI2,2,5405
0.52,Premium,4,G,VS2,5,1577
0.31,Ideal,5,H,SI1,3,464
2.02,Premium,4,I,SI2,2,13117
0.7,Premium,4,D,SI1,3,2782
0.41,Premium,4,G,VVS2,6,1076
1.71,Good,2,E,SI1,3,12224
0.94,Premium,4,E,SI2,2,3758
0.58,Premium,4,E,SI1,3,1949
0.81,Ideal,5,H,SI1,3,3514
0.31,Ideal,5,D,SI1,3,548
2.11,Premium,4,J,SI2,2,12554
1.1,Very Good,3,F,I1,1,3678
1.51,Very Good,3,G,SI2,2,7154
1.01,Ideal,5,F,VVS2,6,8688
0.4,Ideal,5,I,VS2,5,727
0.31,Ideal,5,F,SI1,3,490
1.51,Good,2,I,VS1,4,8975
0.35,Ideal,5,D,SI1,3,827
1.09,Good,2,D,VS1,4,7493
1.01,Very Good,3,D,VVS2,6,10800
0.72,Premium,4,J,VS2,5,1944
1.06,Ideal,5,I,SI2,2,4270
1.04,Fair,1,E,SI2,2,4566
0.31,Ideal,5,H,VS2,5,646
0.3,Very Good,3,I,VVS1,7,709
0.3,Very Good,3,H,SI1,3,421
0.41,Ideal,5,F,VS1,4,1007
0.4,Ideal,5,G,SI1,3,873
1.52,Very Good,3,J,VS2,5,7109
1.38,Ideal,5,J,SI2,2,5765
0.71,Ideal,5,H,VVS2,6,2594
0.32,Premium,4,G,VS2,5,672
0.5,Premium,4,E,SI1,3,1410
0.41,Ideal,5,F,VS2,5,1107
0.52,Ideal,5,E,SI1,3,1555
0.44,Ideal,5,G,VVS1,7,1160
0.53,Good,2,J,VS2,5,1023
0.33,Ideal,5,H,VVS1,7,730
0.54,Ideal,5,E,SI2,2,1340
1.7,Premium,4,J,SI2,2,7650
1.1,Ideal,5,H,SI1,3,5636
0.54,Premium,4,H,VS1,4,1637
0.4,Ideal,5,I,VVS2,6,758
0.31,Ideal,5,G,VS2,5,562
1.12,Premium,4,G,VVS1,7,8561
1.2,Premium,4,F,SI1,3,6250
0.72,Ideal,5,G,SI1,3,2385
2.0,Good,2,I,SI2,2,11400
1.23,Ideal,5,F,SI2,2,5894
0.5,Premium,4,D,VS2,5,1752
1.0,Premium,4,G,VS2,5,5242
1.02,Ideal,5,H,SI2,2,4207
0.33,Ideal,5,E,VVS2,6,917
0.56,Very Good,3,E,VS2,5,1770
0.26,Very Good,3,H,VVS2,6,565
1.37,Premium,4,J,SI2,2,5156
0.5,Ideal,5,E,SI2,2,1154
0.74,Ideal,5,H,SI2,2,2289
1.72,Ideal,5,G,SI2,2,10268
1.7,Very Good,3,E,SI2,2,12030
2.05,Fair,1,I,VS1,4,17408
1.52,Ideal,5,H,VS1,4,11154
0.41,Ideal,5,J,VS2,5,613
1.06,Premium,4,D,SI2,2,4903
1.5,Fair,1,E,SI2,2,6922
1.51,Good,2,J,VS2,5,7062
2.39,Premium,4,I,VS1,4,17642
1.53,Very Good,3,H,VS2,5,11557
0.5,Very Good,3,E,SI2,2,1154
0.72,Premium,4,F,SI1,3,2030
0.7,Fair,1,F,VS2,5,2762
1.03,Very Good,3,E,SI2,2,4668
0.82,Very Good,3,E,SI2,2,2975
0.41,Ideal,5,E,VVS1,7,1367
1.01,Good,2,E,VS1,4,6509
0.32,Good,2,E,SI1,3,524
0.4,Premium,4,E,SI1,3,882
0.5,Ideal,5,F,SI2,2,1079
2.0,Very Good,3,J,VS1,4,13203
1.72,Premium,4,F,SI1,3,14892
0.71,Premium,4,H,SI1,3,2207
0.33,Ideal,5,G,VS1,4,666
0.53,Ideal,5,D,VS2,5,1783
0.38,Very Good,3,F,VS2,5,752
0.56,Ideal,5,H,VS1,4,1616
0.34,Ideal,5,F,VVS1,7,935
0.21,Premium,4,E,SI1,3,326
1.02,Fair,1,E,VS2,5,5350
0.53,Premium,4,G,VS2,5,1335
0.92,Premium,4,F,SI1,3,3967
0.35,Premium,4,E,VS1,4,921
0.63,Very Good,3,H,VVS2,6,1932
1.01,Very Good,3,H,SI1,3,4642
0.56,Premium,4,D,SI1,3,1865
1.15,Very Good,3,G,VS2,5,7175
0.33,Very Good,3,D,SI2,2,492
1.0,Fair,1,G,SI1,3,4295
0.71,Very Good,3,E,SI2,2,2375
0.71,Very Good,3,F,SI2,2,2147
0.56,Ideal,5,D,VS2,5,2066
0.35,Ideal,5,H,VVS1,7,1024
0.3,Very Good,3,G,VVS1,7,635
0.39,Very Good,3,E,SI2,2,650
1.73,Very Good,3,G,VS2,5,16807
0.28,Ideal,5,E,VVS2,6,828
0.38,Ideal,5,J,SI1,3,525
0.7,Ideal,5,G,VS1,4,3206
0.3,Ideal,5,E,VS2,5,844
2.09,Very Good,3,F,SI2,2,18509
0.36,Ideal,5,E,VS2,5,1013
1.22,Premium,4,I,SI1,3,5368
0.54,Premium,4,F,VS2,5,1786
0.31,Ideal,5,F,VS2,5,591
1.21,Good,2,E,VS2,5,9176
1.55,Ideal,5,F,VS2,5,14185
0.26,Very Good,3,D,VS1,4,420
1.22,Very Good,3,J,SI2,2,3443
0.43,Very Good,3,G,VS1,4,943
0.93,Ideal,5,H,SI1,3,3844
1.2,Ideal,5,H,SI1,3,6968
0.56,Ideal,5,F,VS1,4,1915
0.3,Premium,4,E,SI1,3,675
0.32,Ideal,5,E,VS2,5,900
0.75,Premium,4,H,SI1,3,2331
0.72,Ideal,5,E,VS1,4,3283
0.7,Ideal,5,E,VS2,5,2952
0.51,Very Good,3,H,VS2,5,1414
0.69,Ideal,5,H,SI1,3,1822
0.3,Ideal,5,G,IF,8,1025
0.53,Ideal,5,F,VS1,4,1830
1.01,Good,2,D,SI1,3,5443
0.33,Ideal,5,D,VS1,4,839
1.5,Good,2,H,SI2,2,7714
0.3,Good,2,E,VVS2,6,814
1.51,Ideal,5,D,SI1,3,12738
0.67,Ideal,5,G,SI1,3,1662
0.35,Ideal,5,D,VS2,5,907
0.61,Ideal,5,G,SI1,3,1579
0.91,Fair,1,E,VVS2,6,5430
1.0,Premium,4,H,SI2,2,4032
1.5,Good,2,G,I1,1,4731
0.9,Very Good,3,G,VVS1,7,4601
0.34,Ideal,5,E,SI1,3,765
1.02,Ideal,5,F,VS2,5,7026
1.5,Premium,4,F,VS2,5,14199
0.4,Very Good,3,F,VS2,5,867
1.51,Very Good,3,E,SI2,2,9513
1.01,Very Good,3,G,IF,8,8621
0.4,Very Good,3,G,SI1,3,702
0.9,Ideal,5,H,VS1,4,5013
0.56,Ideal,5,E,SI1,3,1580
0.52,Ideal,5,H,VS2,5,1689
0.38,Ideal,5,E,VVS2,6,1027
0.42,Ideal,5,H,VS1,4,847
0.55,Ideal,5,E,VVS1,7,2609
0.7,Very Good,3,F,SI1,3,2382
0.24,Ideal,5,F,VVS1,7,678
0.8,Premium,4,J,SI2,2,2022
0.38,Ideal,5,D,VS1,4,1140
0.42,Ideal,5,D,VS1,4,1179
0.31,Ideal,5,D,VS1,4,713
0.31,Ideal,5,I,SI2,2,372
0.44,Very Good,3,F,VS1,4,1081
0.24,Ideal,5,I,VVS1,7,432
1.03,Premium,4,F,VS2,5,6307
1.52,Good,2,J,SI1,3,7022
0.51,Very Good,3,E,VVS2,6,2056
1.2,Ideal,5,G,VVS1,7,9784
0.39,Very Good,3,E,VS2,5,1065
0.29,Ideal,5,H,IF,8,607
0.7,Ideal,5,J,VS1,4,2107
0.52,Fair,1,E,VVS2,6,2079
0.93,Very Good,3,D,SI2,2,4214
0.41,Ideal,5,F,VVS1,7,1295
1.56,Good,2,F,SI2,2,9784
0.73,Very Good,3,I,VVS2,6,2565
1.06,Ideal,5,G,SI2,2,4238
1.1,Premium,4,E,SI2,2,4691
1.07,Ideal,5,I,VS2,5,4764
0.7,Good,2,I,I1,1,1111
0.38,Premium,4,G,SI1,3,855
0.3,Ideal,5,D,VS2,5,778
1.22,Ideal,5,I,VS2,5,7430
2.43,Premium,4,J,VS2,5,18692
0.4,Very Good,3,F,SI2,2,579
0.72,Premium,4,D,SI2,2,2429
0.34,Ideal,5,G,IF,8,974
1.09,Fair,1,F,SI2,2,3170
0.53,Ideal,5,E,VS2,5,1721
0.57,Good,2,G,VS2,5,1816
1.03,Premium,4,F,VS2,5,5330
2.14,Premium,4,I,VS2,5,17416
2.0,Ideal,5,G,SI1,3,13675
0.32,Premium,4,D,SI1,3,589
2.01,Good,2,H,SI2,2,14426
1.51,Fair,1,H,VS2,5,7534
1.72,Premium,4,G,VS1,4,17605
2.08,Very Good,3,H,SI2,2,15696
0.38,Ideal,5,I,VS1,4,703
0.9,Good,2,H,SI2,2,3024
1.0,Very Good,3,F,SI1,3,5058
0.39,Ideal,5,F,SI2,2,587
1.21,Ideal,5,I,VS1,4,6691
1.0,Premium,4,E,VS1,4,7420
0.29,Ideal,5,G,VS2,5,525
0.54,Very Good,3,G,SI1,3,1389
0.3,Very Good,3,G,VVS1,7,1013
0.31,Ideal,5,G,VVS1,7,755
0.83,Ideal,5,D,SI1,3,3933
1.0,Fair,1,I,SI1,3,2912
1.21,Very Good,3,F,VS2,5,7826
1.51,Very Good,3,J,VS2,5,7418
0.4,Ideal,5,F,VS2,5,1080
0.7,Ideal,5,I,VVS2,6,2487
0.52,Very Good,3,G,VS1,4,1641
0.37,Premium,4,H,SI1,3,666
1.52,Very Good,3,H,VS1,4,11912
0.76,Ideal,5,G,VVS2,6,3927
0.72,Ideal,5,F,VS2,5,3564
1.01,Ideal,5,G,VS1,4,6176
0.73,Premium,4,F,VS2,5,2841
0.59,Ideal,5,F,SI2,2,1371
1.04,Good,2,E,SI1,3,5766
1.51,Ideal,5,I,SI1,3,8574
1.77,Premium,4,J,SI2,2,8840
0.26,Ideal,5,D,VVS2,6,599
0.31,Ideal,5,H,VVS2,6,625
0.3,Ideal,5,I,SI2,2,360
1.12,Premium,4,D,SI2,2,5329
0.91,Premium,4,D,SI1,3,4352
0.5,Good,2,F,VS1,4,1415
0.59,Ideal,5,D,SI1,3,1912
0.36,Ideal,5,G,VS1,4,932
0.91,Ideal,5,E,SI2,2,3898
0.9,Very Good,3,H,VS1,4,3964
0.33,Ideal,5,H,VVS2,6,827
0.41,Premium,4,E,SI1,3,969
0.71,Ideal,5,F,VVS2,6,3499
2.36,Ideal,5,H,SI2,2,14146
0.67,Good,2,D,SI1,3,2258
1.23,Ideal,5,G,VS1,4,10859
0.43,Ideal,5,F,VVS2,6,1169
0.31,Premium,4,E,VS1,4,942
0.74,Ideal,5,I,SI1,3,2769
0.51,Premium,4,E,SI2,2,1205
0.4,Ideal,5,H,VVS2,6,877
1.02,Good,2,G,VVS1,7,8005
2.16,Ideal,5,J,SI1,3,14691
0.32,Premium,4,H,IF,8,842
0.43,Ideal,5,H,SI1,3,716
0.3,Ideal,5,E,SI2,2,401
1.03,Ideal,5,G,SI2,2,4470
1.53,Premium,4,G,SI1,3,9747
0.3,Premium,4,G,VS2,5,630
0.3,Ideal,5,F,VVS1,7,854
1.21,Very Good,3,E,SI1,3,7703
1.32,Ideal,5,I,VS1,4,7480
1.0,Ideal,5,G,VS1,4,6465
0.7,Premium,4,F,SI2,2,2362
0.7,Ideal,5,F,SI1,3,2382
1.03,Ideal,5,I,VS2,5,5378
1.52,Premium,4,D,SI2,2,8897
0.71,Ideal,5,J,SI1,3,2001
2.01,Good,2,I,VS2,5,15587
0.71,Ideal,5,I,IF,8,2701
1.0,Ideal,5,F,SI1,3,5292
0.59,Very Good,3,E,VS1,4,2021
0.52,Ideal,5,F,VVS2,6,2092
0.7,Very Good,3,I,VVS2,6,2415
0.35,Ideal,5,F,IF,8,1035
0.31,Ideal,5,F,VS2,5,625
0.74,Ideal,5,G,VS2,5,2877
0.3,Ideal,5,H,IF,8,764
0.33,Ideal,5,H,SI2,2,433
0.7,Premium,4,G,VS1,4,2512
0.75,Premium,4,H,SI2,2,2234
0.31,Ideal,5,I,VS1,4,544
1.2,Ideal,5,F,VS2,5,8334
1.5,Premium,4,H,I1,1,3457
1.35,Premium,4,H,VS1,4,8747
0.41,Good,2,D,SI1,3,738
0.73,Ideal,5,F,SI1,3,2527
0.9,Ideal,5,G,SI2,2,3521
1.61,Ideal,5,G,VS1,4,14341
0.41,Good,2,H,SI1,3,683
0.26,Ideal,5,G,VVS1,7,605
0.74,Ideal,5,I,IF,8,2952
1.0,Good,2,E,SI2,2,3889
0.32,Ideal,5,F,IF,8,943
1.02,Ideal,5,E,SI2,2,4798
0.4,Premium,4,F,VS1,4,1050
2.3,Ideal,5,H,SI2,2,18108
1.31,Ideal,5,I,VS2,5,6873
1.43,Very Good,3,D,SI1,3,9450
0.33,Ideal,5,E,VVS1,7,1052
1.06,Ideal,5,F,VVS2,6,8619
0.81,Premium,4,F,SI1,3,3004
0.84,Very Good,3,G,VS2,5,3535
1.21,Very Good,3,J,VS1,4,5452
0.42,Very Good,3,E,VS2,5,958
0.52,Very Good,3,E,SI2,2,1372
0.36,Premium,4,H,VVS2,6,726
1.13,Premium,4,E,SI2,2,5316
0.29,Ideal,5,G,VS1,4,507
0.57,Very Good,3,F,SI1,3,1346
0.41,Premium,4,H,VVS2,6,961
1.0,Premium,4,E,SI1,3,4805
1.02,Premium,4,D,SI1,3,5998
1.24,Premium,4,I,VS2,5,4858
2.05,Premium,4,G,SI2,2,12857
0.32,Very Good,3,H,VVS1,7,730
1.16,Premium,4,I,VS2,5,5016
1.2,Ideal,5,G,SI2,2,5826
0.93,Ideal,5,H,SI1,3,4635
0.71,Ideal,5,J,VVS2,6,2226
1.02,Premium,4,F,VS2,5,6479
0.3,Ideal,5,D,SI1,3,709
0.36,Premium,4,G,VS1,4,932
1.37,Ideal,5,G,IF,8,13439
0.4,Ideal,5,E,VS2,5,1090
0.52,Ideal,5,D,SI2,2,1292
1.01,Very Good,3,I,SI1,3,4189
0.31,Ideal,5,E,VS2,5,680
0.9,Very Good,3,H,VS2,5,3919
0.41,Ideal,5,E,SI2,2,683
1.19,Very Good,3,G,VVS2,6,8689
0.73,Ideal,5,F,SI1,3,3249
0.51,Ideal,5,E,SI1,3,1343
0.62,Premium,4,F,SI2,2,1234
0.31,Ideal,5,D,VS1,4,774
0.71,Ideal,5,D,SI2,2,2505
1.51,Ideal,5,D,VS1,4,16688
0.25,Very Good,3,E,VVS1,7,576
0.51,Very Good,3,D,VS2,5,1633
1.02,Premium,4,D,SI2,2,4044
0.37,Ideal,5,E,VS1,4,999
1.06,Ideal,5,F,SI1,3,6249
0.41,Ideal,5,E,VVS1,7,1367
0.3,Ideal,5,H,VVS2,6,581
0.65,Good,2,I,VS1,4,1744
1.0,Very Good,3,E,SI2,2,4392
1.5,Very Good,3,E,SI1,3,12247
0.76,Ideal,5,D,VVS2,6,4223
0.51,Premium,4,F,VS1,4,1627
1.0,Premium,4,E,I1,1,3584
0.32,Ideal,5,F,VVS1,7,867
0.41,Ideal,5,D,SI1,3,1015
0.32,Ideal,5,F,VVS2,6,945
1.13,Premium,4,H,SI1,3,4689
0.53,Very Good,3,J,VS1,4,1106
0.81,Ideal,5,F,VVS2,6,4630
1.5,Very Good,3,J,SI2,2,5902
1.0,Premium,4,E,SI1,3,5396
0.41,Premium,4,G,SI1,3,719
0.32,Ideal,5,E,VVS1,7,1044
1.5,Premium,4,I,SI2,2,7056
0.72,Ideal,5,F,VVS1,7,4362
0.4,Very Good,3,D,VS2,5,982
1.0,Good,2,E,SI2,2,3696
0.93,Ideal,5,H,VS1,4,4265
1.0,Premium,4,G,VVS1,7,8154
1.01,Premium,4,G,SI2,2,4327
1.55,Premium,4,E,SI2,2,7161
1.18,Ideal,5,E,VVS2,6,11906
0.3,Premium,4,F,VS1,4,570
0.33,Ideal,5,I,SI1,3,463
1.03,Fair,1,I,VS1,4,4328
1.17,Premium,4,G,VS1,4,7564
1.26,Very Good,3,G,VS2,5,8040
0.31,Premium,4,D,SI1,3,684
1.14,Premium,4,F,SI1,3,5135
0.32,Ideal,5,E,VVS2,6,883
0.31,Ideal,5,E,VS2,5,872
1.03,Very Good,3,G,VS2,5,6036
0.9,Ideal,5,D,SI1,3,4304
1.13,Premium,4,I,SI1,3,4746
1.05,Ideal,5,G,VS2,5,6586
1.34,Ideal,5,F,SI1,3,7893
1.03,Very Good,3,D,SI1,3,5948
0.51,Ideal,5,G,VVS2,6,1875
0.52,Ideal,5,G,VVS2,6,1911
0.33,Ideal,5,F,VVS1,7,955
0.52,Very Good,3,I,SI1,3,1088
1.64,Premium,4,I,SI2,2,8587
1.22,Ideal,5,H,SI2,2,5807
0.96,Premium,4,G,SI2,2,4204
0.75,Ideal,5,E,VS2,5,3192
0.4,Very Good,3,D,VVS2,6,1010
0.59,Premium,4,D,VVS2,6,2538
0.32,Ideal,5,F,VS2,5,645
0.96,Premium,4,H,SI1,3,4026
0.71,Premium,4,G,VS2,5,2443
0.79,Very Good,3,F,SI1,3,3047
0.36,Premium,4,E,VS2,5,1013
1.0,Premium,4,F,SI1,3,5645
0.82,Premium,4,F,VS1,4,3513
0.6,Ideal,5,E,VS2,5,1897
1.22,Very Good,3,H,SI1,3,6323
1.52,Fair,1,H,I1,1,3504
1.09,Premium,4,E,SI1,3,5237
0.53,Ideal,5,F,VS1,4,1939
0.39,Ideal,5,G,VVS2,6,974
0.58,Ideal,5,F,SI2,2,1776
1.26,Premium,4,E,VVS1,7,14952
0.4,Ideal,5,D,SI2,2,798
1.11,Ideal,5,H,VVS1,7,8508
1.1,Good,2,F,SI2,2,3918
0.41,Ideal,5,G,SI1,3,671
0.5,Very Good,3,G,VVS2,6,1838
1.52,Premium,4,F,VS2,5,13919
0.53,Ideal,5,F,VS1,4,1832
0.3,Very Good,3,G,VS2,5,526
0.29,Very Good,3,D,SI1,3,737
0.7,Ideal,5,H,VS1,4,3185
0.3,Ideal,5,I,VVS2,6,532
0.3,Very Good,3,E,VVS2,6,789
1.51,Premium,4,H,SI1,3,9833
1.03,Good,2,D,SI2,2,4671
0.71,Ideal,5,G,SI1,3,3007
0.3,Premium,4,G,SI2,2,452
0.7,Ideal,5,I,VVS2,6,2530
1.26,Premium,4,F,VS1,4,9896
1.23,Premium,4,F,I1,1,3375
0.84,Ideal,5,G,SI2,2,2879
0.4,Ideal,5,E,SI1,3,737
1.07,Ideal,5,G,SI2,2,4021
0.67,Good,2,E,VS1,4,2427
0.41,Ideal,5,G,VS2,5,1061
0.8,Ideal,5,D,SI1,3,3195
0.34,Ideal,5,F,VS1,4,760
0.32,Ideal,5,E,SI2,2,427
0.38,Ideal,5,D,VS1,4,983
0.56,Ideal,5,D,VS2,5,2066
0.31,Premium,4,G,SI1,3,593
0.42,Premium,4,I,SI2,2,709
0.71,Ideal,5,F,SI2,2,2291
0.91,Premium,4,I,SI1,3,2700
0.31,Very Good,3,D,SI2,2,462
2.35,Premium,4,J,VS1,4,14399
0.31,Premium,4,F,VS2,5,625
0.33,Very Good,3,G,VVS1,7,868
0.32,Ideal,5,I,VS2,5,466
0.71,Premium,4,H,SI1,3,2364
0.9,Very Good,3,F,VS2,5,4397
1.31,Premium,4,F,SI2,2,4743
1.2,Very Good,3,H,SI1,3,6019
0.5,Good,2,F,SI2,2,926
0.31,Very Good,3,F,VS1,4,679
0.37,Premium,4,D,VS2,5,794
0.24,Very Good,3,F,VVS1,7,485
1.06,Ideal,5,D,SI1,3,6426
0.41,Ideal,5,G,VS1,4,899
0.92,Ideal,5,E,SI1,3,4258
0.43,Very Good,3,I,VVS2,6,850
0.7,Very Good,3,H,SI1,3,2018
1.0,Very Good,3,D,VS2,5,6762
0.79,Very Good,3,E,SI1,3,3077
1.31,Ideal,5,H,VS1,4,8583
0.82,Ideal,5,H,SI1,3,2617
0.71,Very Good,3,E,SI2,2,2225
2.09,Premium,4,H,SI2,2,17001
0.43,Premium,4,F,SI2,2,871
0.26,Very Good,3,F,VVS1,7,562
1.01,Premium,4,F,VS2,5,6416
0.5,Very Good,3,E,VS1,4,1755
0.58,Ideal,5,E,VS2,5,1698
0.39,Ideal,5,G,VS1,4,752
1.21,Ideal,5,I,VS1,4,6279
1.51,Ideal,5,E,VS1,4,17649
0.54,Very Good,3,F,SI2,2,1311
0.9,Very Good,3,I,VS1,4,3644
0.33,Very Good,3,F,VVS1,7,912
0.5,Ideal,5,E,SI1,3,1317
0.43,Premium,4,E,SI2,2,919
0.32,Ideal,5,G,VVS2,6,936
0.9,Very Good,3,H,VVS2,6,4592
0.32,Premium,4,J,SI1,3,480
1.22,Ideal,5,J,VS2,5,6052
0.71,Very Good,3,G,VVS2,6,2977
0.38,Ideal,5,F,VS1,4,915
0.72,Good,2,F,SI1,3,2188
0.9,Very Good,3,J,VS1,4,3231
0.23,Very Good,3,F,VVS2,6,505
0.76,Very Good,3,H,SI2,2,2418
1.51,Ideal,5,G,SI1,3,11255
0.55,Ideal,5,I,VS2,5,1216
1.59,Ideal,5,J,SI1,3,8325
1.01,Very Good,3,E,VS2,5,6310
0.65,Ideal,5,H,VVS1,7,2177
0.38,Ideal,5,F,VS1,4,865
0.31,Premium,4,E,SI1,3,698
0.52,Fair,1,F,IF,8,2144
0.33,Ideal,5,G,VS2,5,743
1.0,Fair,1,G,I1,1,1954
0.91,Premium,4,E,SI2,2,3703
1.45,Premium,4,G,VS1,4,8740
0.72,Ideal,5,F,VS1,4,3759
0.46,Good,2,E,VS2,5,1267
1.01,Ideal,5,D,SI2,2,4785
0.71,Premium,4,D,SI1,3,2743
0.41,Ideal,5,F,VS1,4,1007
2.16,Premium,4,I,VS2,5,18481
0.3,Ideal,5,D,VVS2,6,814
1.19,Very Good,3,J,SI2,2,4329
0.55,Ideal,5,G,VS2,5,1588
0.53,Ideal,5,D,VS2,5,1659
1.03,Ideal,5,F,VVS1,7,9881
1.0,Fair,1,H,SI2,2,3192
0.9,Ideal,5,F,I1,1,2634
0.41,Very Good,3,D,SI1,3,689
0.4,Very Good,3,E,SI2,2,644
0.31,Ideal,5,H,VVS2,6,625
1.21,Premium,4,H,VS2,5,6849
0.41,Very Good,3,F,SI1,3,878
0.52,Very Good,3,E,VS2,5,1641
1.08,Premium,4,G,SI2,2,4627
1.01,Premium,4,F,SI2,2,4197
0.83,Ideal,5,D,SI1,3,4159
0.41,Very Good,3,E,SI1,3,755
0.31,Ideal,5,G,VS1,4,802
1.15,Very Good,3,H,SI1,3,5047
0.53,Ideal,5,I,VS2,5,1173
0.3,Premium,4,D,SI2,2,574
0.42,Premium,4,E,SI1,3,873
0.8,Premium,4,J,VS1,4,2292
0.23,Very Good,3,D,VVS1,7,478
0.32,Ideal,5,D,VS2,5,912
1.0,Very Good,3,D,SI2,2,4704
0.48,Ideal,5,F,VS2,5,1279
1.52,Ideal,5,I,VS2,5,9278
1.24,Very Good,3,G,SI2,2,6354
0.77,Very Good,3,H,VS1,4,2765
0.7,Good,2,F,VS2,5,2846
0.91,Very Good,3,E,SI2,2,2963
0.32,Ideal,5,D,VS2,5,972
1.31,Ideal,5,H,SI2,2,6484
0.93,Premium,4,H,SI1,3,3646
0.76,Premium,4,G,SI2,2,2364
0.53,Premium,4,E,VS2,5,1579
1.2,Good,2,H,SI1,3,6182
1.01,Premium,4,I,SI1,3,4525
0.38,Ideal,5,F,VVS2,6,963
0.26,Premium,4,E,VVS2,6,724
0.76,Very Good,3,F,VVS1,7,4504
1.1,Premium,4,D,SI2,2,5088
0.5,Very Good,3,E,VS2,5,1584
0.5,Ideal,5,E,SI2,2,1154
0.91,Premium,4,I,VS1,4,3669
0.38,Ideal,5,E,VS1,4,1069
2.01,Premium,4,F,SI2,2,14279
0.53,Very Good,3,F,VS1,4,1607
0.38,Premium,4,D,VS1,4,1067
1.51,Ideal,5,I,VS2,5,9442
0.37,Very Good,3,F,VS1,4,863
0.59,Ideal,5,D,SI1,3,1820
0.41,Ideal,5,E,VVS2,6,1187
0.71,Premium,4,E,VS1,4,2920
0.71,Ideal,5,G,VS2,5,2911
0.94,Ideal,5,F,VS2,5,7120
0.71,Ideal,5,F,SI2,2,2331
1.0,Very Good,3,G,SI1,3,5522
0.27,Ideal,5,I,VS1,4,432
1.02,Fair,1,H,VS1,4,4455
0.23,Very Good,3,E,VVS2,6,485
1.2,Fair,1,I,I1,1,2376
1.01,Good,2,D,VVS2,6,8943
1.55,Ideal,5,G,VS2,5,14039
0.44,Ideal,5,E,VVS1,7,1438
0.55,Premium,4,F,SI1,3,1374
0.5,Fair,1,G,VS1,4,1373
1.52,Very Good,3,H,SI2,2,7600
0.34,Ideal,5,E,VVS1,7,973
0.31,Very Good,3,H,SI1,3,446
0.3,Good,2,E,VS1,4,568
1.2,Ideal,5,D,SI1,3,7903
0.78,Premium,4,E,VS1,4,3538
0.9,Very Good,3,F,VS2,5,4715
1.0,Ideal,5,G,VS2,5,5887
1.0,Premium,4,F,VVS1,7,8736
0.3,Premium,4,D,SI1,3,709
0.3,Ideal,5,G,VS2,5,526
0.35,Ideal,5,F,VVS1,7,994
1.83,Ideal,5,J,VS2,5,11406
1.01,Ideal,5,E,SI2,2,4788
1.01,Premium,4,G,SI1,3,4588
0.4,Very Good,3,G,SI1,3,900
0.91,Good,2,F,SI1,3,3924
0.91,Very Good,3,J,VS2,5,3299
0.4,Premium,4,F,VS1,4,1050
1.44,Premium,4,J,SI2,2,4064
1.29,Premium,4,I,SI1,3,6140
0.39,Very Good,3,G,VS2,5,1009
0.31,Ideal,5,E,VS1,4,726
1.03,Ideal,5,F,VS2,5,6467
1.06,Ideal,5,H,VS2,5,6619
1.11,Very Good,3,J,SI1,3,4316
0.41,Good,2,E,SI1,3,904
0.32,Ideal,5,F,VS2,5,828
0.32,Ideal,5,G,SI2,2,450
0.24,Ideal,5,F,VVS2,6,678
1.15,Premium,4,H,SI1,3,5506
0.32,Good,2,I,VS2,5,449
0.83,Ideal,5,E,VS2,5,3625
1.0,Premium,4,G,VS1,4,6552
1.12,Ideal,5,H,VS2,5,6110
0.56,Very Good,3,H,VS1,4,1580
1.07,Ideal,5,H,VS1,4,5063
0.28,Very Good,3,G,VVS2,6,522
2.01,Very Good,3,I,VS2,5,16383
1.01,Good,2,H,I1,1,2846
0.32,Premium,4,D,SI1,3,756
1.12,Ideal,5,G,VVS2,6,8701
0.41,Very Good,3,G,SI1,3,719
1.41,Premium,4,H,VS2,5,8686
0.31,Premium,4,H,VVS1,7,907
1.51,Very Good,3,I,SI1,3,9283
0.32,Premium,4,G,VS1,4,645
0.23,Very Good,3,H,VVS2,6,431
1.51,Good,2,J,SI1,3,6394
0.4,Good,2,F,VVS1,7,1080
1.56,Premium,4,F,SI1,3,9120
0.79,Ideal,5,E,SI1,3,3256
0.91,Premium,4,I,SI2,2,2913
1.0,Premium,4,G,VS2,5,5967
1.01,Premium,4,E,SI1,3,5525
0.51,Premium,4,F,VS2,5,2203
1.51,Good,2,D,SI1,3,11087
1.15,Very Good,3,G,VS2,5,6831
0.52,Ideal,5,F,SI1,3,1232
0.4,Good,2,F,SI1,3,737
0.32,Premium,4,J,VS2,5,393
0.73,Premium,4,D,VS2,5,3250
0.56,Ideal,5,F,SI1,3,1685
0.9,Premium,4,H,SI1,3,3387
0.54,Premium,4,H,VS1,4,1600
0.71,Ideal,5,D,VS2,5,3321
1.04,Ideal,5,G,VS2,5,6012
0.71,Very Good,3,G,SI1,3,2240
1.19,Very Good,3,I,VS1,4,5644
0.4,Premium,4,G,VS1,4,877
0.31,Ideal,5,F,VVS1,7,975
1.22,Premium,4,G,I1,1,2699
1.21,Premium,4,J,SI1,3,4492
